user_id,archetype,timestamp,hour,day_of_week,day_of_month,category,amount,avg_user_spend,is_late_night,is_end_of_month,is_weekend,spending_velocity,transaction_gap_minutes,category_switch_count,mood_proxy_score,impulse_label
U0001,freq_binger,2025-05-15T21:46:00,21,3,15,Food & Dining,669.34,1259.19,0,0,0,0,9031.0,1,0.151,0
U0001,freq_binger,2025-05-17T08:42:00,8,5,17,Food & Dining,1710.61,1259.19,0,0,1,0,2096.0,1,0.346,0
U0001,freq_binger,2025-05-27T08:37:00,8,1,27,Entertainment,3635.58,1259.19,0,1,0,0,14395.0,1,0.332,1
U0001,freq_binger,2025-05-28T23:56:00,23,2,28,Fashion,2188.32,1259.19,1,1,0,0,2359.0,1,0.886,1
U0001,freq_binger,2025-05-30T03:33:00,3,4,30,Alcohol,4526.13,1259.19,1,1,0,0,1657.0,1,0.874,1
U0002,eom_spender,2025-01-26T02:14:00,2,6,26,Entertainment,4888.29,1317.19,1,1,1,0,999.0,1,1.161,1
U0002,eom_spender,2025-01-27T20:51:00,20,0,27,Fashion,2762.96,1317.19,0,1,0,0,2557.0,1,0.479,0
U0002,eom_spender,2025-01-28T14:38:00,14,1,28,Health,1362.78,1317.19,0,1,0,0,1067.0,1,0.064,0
U0002,eom_spender,2025-01-28T20:59:00,20,1,28,Alcohol,3403.73,1317.19,0,1,0,0,381.0,1,0.385,1
U0002,eom_spender,2025-01-29T08:35:00,8,2,29,Health,1261.49,1317.19,0,1,0,0,696.0,1,0.164,0
U0002,eom_spender,2025-01-30T12:02:00,12,3,30,Alcohol,2625.94,1317.19,0,1,0,0,1647.0,1,0.344,0
U0002,eom_spender,2025-01-30T21:00:00,21,3,30,Alcohol,2714.33,1317.19,0,1,0,0,538.0,1,0.324,0
U0002,eom_spender,2025-03-26T08:15:00,8,2,26,Gaming,4086.97,1317.19,0,1,0,0,78435.0,1,0.365,1
U0002,eom_spender,2025-03-26T19:57:00,19,2,26,Health,961.68,1317.19,0,1,0,0,702.0,1,0.104,0
U0002,eom_spender,2025-03-27T16:30:00,16,3,27,Entertainment,4530.5,1317.19,0,1,0,0,1233.0,1,0.494,1
U0002,eom_spender,2025-03-28T14:44:00,14,4,28,Electronics,4189.12,1317.19,0,1,0,0,1334.0,1,0.492,1
U0002,eom_spender,2025-03-29T18:47:00,18,5,29,Alcohol,2892.67,1317.19,0,1,1,0,1683.0,1,0.66,0
U0002,eom_spender,2025-03-30T13:01:00,13,6,30,Entertainment,1924.54,1317.19,0,1,1,0,1094.0,1,0.657,0
U0002,eom_spender,2025-03-30T17:41:00,17,6,30,Fashion,3948.16,1317.19,0,1,1,0,280.0,1,0.701,1
U0002,eom_spender,2025-04-08T11:01:00,11,1,8,Entertainment,1911.25,1317.19,0,0,0,0,12560.0,1,0.31,0
U0002,eom_spender,2025-04-08T12:10:00,12,1,8,Grocery,1778.52,1317.19,0,0,0,1,69.0,1,0.048,0
U0002,eom_spender,2025-04-15T14:56:00,14,1,15,Fashion,1296.52,1317.19,0,0,0,0,10246.0,1,0.329,0
U0002,eom_spender,2025-05-07T01:02:00,1,2,7,Entertainment,2424.45,1317.19,1,0,0,0,30846.0,1,0.748,0
U0002,eom_spender,2025-05-13T15:25:00,15,1,13,Gaming,3915.31,1317.19,0,0,0,0,9503.0,1,0.434,0
U0002,eom_spender,2025-05-16T00:12:00,0,4,16,Fashion,2571.21,1317.19,1,0,0,0,3407.0,1,0.846,0
U0002,eom_spender,2025-05-25T11:43:00,11,6,25,Grocery,1132.33,1317.19,0,0,1,0,13651.0,1,0.374,0
U0002,eom_spender,2025-05-26T20:17:00,20,0,26,Travel,246.54,1317.19,0,1,0,0,1954.0,1,0.107,0
U0002,eom_spender,2025-05-29T09:42:00,9,3,29,Travel,849.94,1317.19,0,1,0,0,3685.0,1,0.018,0
U0002,eom_spender,2025-05-30T18:40:00,18,4,30,Subscriptions,1876.32,1317.19,0,1,0,0,1978.0,1,0.037,0
U0002,eom_spender,2025-05-30T18:46:00,18,4,30,Food & Dining,1711.59,1317.19,0,1,0,1,6.0,1,0.008,0
U0003,controlled,2025-01-02T13:14:00,13,3,2,Grocery,1076.63,884.69,0,0,0,0,999.0,1,0.003,0
U0003,controlled,2025-01-10T09:37:00,9,4,10,Grocery,434.84,884.69,0,0,0,0,11303.0,1,0.102,0
U0003,controlled,2025-01-13T14:45:00,14,0,13,Subscriptions,956.93,884.69,0,0,0,0,4628.0,1,0.035,0
U0003,controlled,2025-01-13T17:36:00,17,0,13,Electronics,2163.29,884.69,0,0,0,0,171.0,1,0.438,0
U0003,controlled,2025-01-13T21:57:00,21,0,13,Alcohol,3377.92,884.69,0,0,0,0,261.0,1,0.328,0
U0003,controlled,2025-01-14T21:31:00,21,1,14,Fashion,1189.68,884.69,0,0,0,0,1414.0,1,0.368,0
U0003,controlled,2025-01-15T13:21:00,13,2,15,Travel,693.6,884.69,0,0,0,0,950.0,1,0.132,0
U0003,controlled,2025-01-15T19:09:00,19,2,15,Entertainment,2580.75,884.69,0,0,0,0,348.0,1,0.463,0
U0003,controlled,2025-01-21T11:06:00,11,1,21,Health,643.56,884.69,0,0,0,0,8157.0,1,0.048,0
U0003,controlled,2025-01-27T11:08:00,11,0,27,Food & Dining,203.72,884.69,0,1,0,0,8642.0,1,0.019,0
U0003,controlled,2025-03-03T12:56:00,12,0,3,Entertainment,1694.53,884.69,0,0,0,0,50508.0,1,0.37,0
U0003,controlled,2025-03-06T02:13:00,2,3,6,Entertainment,1390.48,884.69,1,0,0,0,3677.0,1,0.845,0
U0003,controlled,2025-03-20T19:45:00,19,3,20,Subscriptions,545.52,884.69,0,0,0,0,21212.0,1,0.017,0
U0003,controlled,2025-04-01T14:21:00,14,1,1,Alcohol,2086.29,884.69,0,0,0,0,16956.0,1,0.332,0
U0003,controlled,2025-04-07T15:44:00,15,0,7,Travel,1322.86,884.69,0,0,0,0,8723.0,1,0.002,0
U0003,controlled,2025-04-14T12:53:00,12,0,14,Alcohol,1466.61,884.69,0,0,0,0,9909.0,1,0.32,0
U0003,controlled,2025-04-20T18:24:00,18,6,20,Health,424.01,884.69,0,0,1,0,8971.0,1,0.438,0
U0003,controlled,2025-04-20T22:14:00,22,6,20,Electronics,1156.18,884.69,0,0,1,0,230.0,1,0.73,0
U0003,controlled,2025-04-21T12:39:00,12,0,21,Entertainment,1419.41,884.69,0,0,0,0,865.0,1,0.347,0
U0003,controlled,2025-05-02T20:01:00,20,4,2,Alcohol,3386.64,884.69,0,0,0,0,16282.0,1,0.365,0
U0003,controlled,2025-05-05T02:11:00,2,0,5,Gaming,1035.43,884.69,1,0,0,0,3250.0,1,0.87,0
U0003,controlled,2025-05-06T21:29:00,21,1,6,Health,430.93,884.69,0,0,0,0,2598.0,1,0.132,0
U0003,controlled,2025-05-14T18:23:00,18,2,14,Subscriptions,1298.06,884.69,0,0,0,0,11334.0,1,0.074,0
U0003,controlled,2025-05-20T20:07:00,20,1,20,Alcohol,2290.25,884.69,0,0,0,0,8744.0,1,0.353,0
U0003,controlled,2025-05-24T17:17:00,17,5,24,Fashion,3020.49,884.69,0,0,1,0,5590.0,1,0.726,0
U0004,eom_spender,2025-01-20T03:50:00,3,0,20,Fashion,1360.03,849.59,1,0,0,0,999.0,1,0.859,1
U0004,eom_spender,2025-01-21T17:42:00,17,1,21,Grocery,222.84,849.59,0,0,0,0,2272.0,1,0.099,0
U0004,eom_spender,2025-01-23T21:29:00,21,3,23,Travel,1113.7,849.59,0,0,0,0,3107.0,1,0.039,0
U0004,eom_spender,2025-01-24T13:38:00,13,4,24,Food & Dining,867.19,849.59,0,0,0,0,969.0,1,0.005,0
U0004,eom_spender,2025-01-25T11:40:00,11,5,25,Alcohol,1798.5,849.59,0,0,1,0,1322.0,1,0.729,0
U0004,eom_spender,2025-01-26T17:40:00,17,6,26,Food & Dining,308.07,849.59,0,1,1,0,1800.0,1,0.493,0
U0004,eom_spender,2025-01-27T10:35:00,10,0,27,Grocery,825.53,849.59,0,1,0,0,1015.0,1,0.193,0
U0004,eom_spender,2025-01-27T22:17:00,22,0,27,Health,828.83,849.59,0,1,0,0,702.0,1,0.077,0
U0004,eom_spender,2025-01-28T03:47:00,3,1,28,Food & Dining,327.07,849.59,1,1,0,0,330.0,1,0.57,0
U0004,eom_spender,2025-01-30T15:18:00,15,3,30,Alcohol,814.37,849.59,0,1,0,0,3571.0,1,0.411,0
U0004,eom_spender,2025-03-10T17:39:00,17,0,10,Electronics,1727.55,849.59,0,0,0,0,56301.0,1,0.487,0
U0004,eom_spender,2025-03-28T23:03:00,23,4,28,Health,229.39,849.59,1,1,0,0,26244.0,1,0.419,1
U0004,eom_spender,2025-03-30T03:01:00,3,6,30,Subscriptions,1035.68,849.59,1,1,1,0,1678.0,1,0.823,1
U0004,eom_spender,2025-04-09T21:30:00,21,2,9,Gaming,1348.82,849.59,0,0,0,0,15509.0,1,0.448,0
U0004,eom_spender,2025-04-28T02:30:00,2,0,28,Food & Dining,741.82,849.59,1,1,0,0,26220.0,1,0.539,0
U0004,eom_spender,2025-04-29T13:20:00,13,1,29,Fashion,1092.95,849.59,0,1,0,0,2090.0,1,0.359,1
U0004,eom_spender,2025-05-18T08:29:00,8,6,18,Fashion,1796.93,849.59,0,0,1,0,27069.0,1,0.762,0
U0004,eom_spender,2025-05-21T21:48:00,21,2,21,Fashion,2350.79,849.59,0,0,0,0,5119.0,1,0.483,0
U0004,eom_spender,2025-05-27T15:33:00,15,1,27,Gaming,1906.74,849.59,0,1,0,0,8265.0,1,0.402,1
U0004,eom_spender,2025-05-29T02:18:00,2,3,29,Electronics,1937.95,849.59,1,1,0,0,2085.0,1,0.83,1
U0004,eom_spender,2025-05-29T19:19:00,19,3,29,Electronics,1660.27,849.59,0,1,0,0,1021.0,1,0.44,0
U0004,eom_spender,2025-05-29T22:28:00,22,3,29,Health,1250.88,849.59,0,1,0,0,189.0,1,0.068,0
U0004,eom_spender,2025-05-30T01:05:00,1,4,30,Entertainment,1783.07,849.59,1,1,0,0,157.0,1,0.775,1
U0004,eom_spender,2025-05-30T14:40:00,14,4,30,Gaming,1565.41,849.59,0,1,0,0,815.0,1,0.307,0
U0004,eom_spender,2025-05-30T15:28:00,15,4,30,Subscriptions,689.47,849.59,0,1,0,1,48.0,1,0.093,0
U0005,controlled,2025-01-11T19:30:00,19,5,11,Subscriptions,2301.3,1755.25,0,0,1,0,999.0,1,0.418,0
U0005,controlled,2025-01-19T12:44:00,12,6,19,Food & Dining,2413.23,1755.25,0,0,1,0,11114.0,1,0.306,0
U0005,controlled,2025-01-26T15:10:00,15,6,26,Health,2222.1,1755.25,0,1,1,0,10226.0,1,0.404,0
U0005,controlled,2025-03-08T16:26:00,16,5,8,Electronics,5643.29,1755.25,0,0,1,0,59116.0,1,0.754,0
U0005,controlled,2025-03-08T17:24:00,17,5,8,Entertainment,4607.05,1755.25,0,0,1,1,58.0,1,0.617,0
U0005,controlled,2025-03-11T22:50:00,22,1,11,Grocery,713.7,1755.25,0,0,0,0,4646.0,1,0.01,0
U0005,controlled,2025-03-13T01:00:00,1,3,13,Entertainment,4691.99,1755.25,1,0,0,0,1570.0,1,0.827,1
U0005,controlled,2025-03-14T19:16:00,19,4,14,Gaming,4737.18,1755.25,0,0,0,0,2536.0,1,0.445,0
U0005,controlled,2025-04-06T09:28:00,9,6,6,Food & Dining,934.68,1755.25,0,0,1,0,32532.0,1,0.365,0
U0005,controlled,2025-04-13T21:30:00,21,6,13,Health,257.51,1755.25,0,0,1,0,10802.0,1,0.459,0
U0005,controlled,2025-04-18T14:29:00,14,4,18,Grocery,1975.19,1755.25,0,0,0,0,6779.0,1,0.016,0
U0005,controlled,2025-04-19T10:14:00,10,5,19,Fashion,6465.8,1755.25,0,0,1,0,1185.0,1,0.605,0
U0005,controlled,2025-04-20T19:25:00,19,6,20,Grocery,2012.35,1755.25,0,0,1,0,1991.0,1,0.335,0
U0005,controlled,2025-04-21T00:04:00,0,0,21,Gaming,2111.18,1755.25,1,0,0,0,279.0,1,0.731,0
U0005,controlled,2025-04-22T08:57:00,8,1,22,Alcohol,6262.05,1755.25,0,0,0,0,1973.0,1,0.443,0
U0005,controlled,2025-04-25T15:55:00,15,4,25,Grocery,1480.01,1755.25,0,0,0,0,4738.0,1,0.132,0
U0005,controlled,2025-05-02T10:32:00,10,4,2,Electronics,5979.52,1755.25,0,0,0,0,9757.0,1,0.422,0
U0005,controlled,2025-05-05T15:34:00,15,0,5,Electronics,6492.96,1755.25,0,0,0,0,4622.0,1,0.384,0
U0005,controlled,2025-05-06T09:39:00,9,1,6,Health,2552.72,1755.25,0,0,0,0,1085.0,1,0.152,0
U0005,controlled,2025-05-15T09:33:00,9,3,15,Electronics,5464.01,1755.25,0,0,0,0,12954.0,1,0.303,0
U0005,controlled,2025-05-22T20:52:00,20,3,22,Grocery,2151.8,1755.25,0,0,0,0,10759.0,1,0.02,0
U0005,controlled,2025-05-22T21:34:00,21,3,22,Health,2541.69,1755.25,0,0,0,1,42.0,1,0.098,0
U0005,controlled,2025-05-28T00:47:00,0,2,28,Gaming,5510.66,1755.25,1,1,0,0,7393.0,1,0.787,1
U0005,controlled,2025-05-28T20:03:00,20,2,28,Entertainment,6161.79,1755.25,0,1,0,0,1156.0,1,0.38,1
U0005,controlled,2025-05-28T21:37:00,21,2,28,Travel,2552.44,1755.25,0,1,0,1,94.0,1,0.009,0
U0006,controlled,2025-01-01T08:50:00,8,2,1,Subscriptions,723.44,858.4,0,0,0,0,999.0,1,0.075,0
U0006,controlled,2025-01-04T18:55:00,18,5,4,Health,693.39,858.4,0,0,1,0,4925.0,1,0.471,0
U0006,controlled,2025-01-05T09:08:00,9,6,5,Travel,205.03,858.4,0,0,1,0,853.0,1,0.432,0
U0006,controlled,2025-01-08T17:20:00,17,2,8,Fashion,2991.31,858.4,0,0,0,0,4812.0,1,0.417,0
U0006,controlled,2025-01-09T21:09:00,21,3,9,Alcohol,2594.88,858.4,0,0,0,0,1669.0,1,0.488,0
U0006,controlled,2025-01-20T08:46:00,8,0,20,Entertainment,1721.29,858.4,0,0,0,0,15097.0,1,0.429,0
U0006,controlled,2025-01-21T13:03:00,13,1,21,Entertainment,1672.45,858.4,0,0,0,0,1697.0,1,0.392,0
U0006,controlled,2025-01-29T16:07:00,16,2,29,Health,565.01,858.4,0,1,0,0,11704.0,1,0.077,0
U0006,controlled,2025-03-02T08:19:00,8,6,2,Fashion,1368.21,858.4,0,0,1,0,45612.0,1,0.792,0
U0006,controlled,2025-03-08T21:23:00,21,5,8,Grocery,885.13,858.4,0,0,1,0,9424.0,1,0.364,0
U0006,controlled,2025-03-19T11:04:00,11,2,19,Grocery,1231.82,858.4,0,0,0,0,15221.0,1,0.169,0
U0006,controlled,2025-03-23T13:24:00,13,6,23,Health,166.52,858.4,0,0,1,0,5900.0,1,0.439,0
U0006,controlled,2025-04-09T08:44:00,8,2,9,Fashion,709.3,858.4,0,0,0,0,24200.0,1,0.426,0
U0006,controlled,2025-04-15T01:43:00,1,1,15,Fashion,2666.23,858.4,1,0,0,0,8219.0,1,0.861,1
U0006,controlled,2025-04-15T09:42:00,9,1,15,Grocery,1061.39,858.4,0,0,0,0,479.0,1,0.056,0
U0006,controlled,2025-04-18T10:24:00,10,4,18,Alcohol,609.4,858.4,0,0,0,0,4362.0,1,0.461,0
U0006,controlled,2025-04-23T16:26:00,16,2,23,Alcohol,2116.71,858.4,0,0,0,0,7562.0,1,0.498,0
U0006,controlled,2025-04-23T22:28:00,22,2,23,Fashion,1663.42,858.4,0,0,0,0,362.0,1,0.455,0
U0006,controlled,2025-05-01T08:30:00,8,3,1,Travel,1129.07,858.4,0,0,0,0,10682.0,1,0.068,0
U0006,controlled,2025-05-08T13:49:00,13,3,8,Food & Dining,1249.62,858.4,0,0,0,0,10399.0,1,0.151,0
U0006,controlled,2025-05-12T16:37:00,16,0,12,Subscriptions,461.33,858.4,0,0,0,0,5928.0,1,0.021,0
U0006,controlled,2025-05-14T18:06:00,18,2,14,Fashion,2165.49,858.4,0,0,0,0,2969.0,1,0.465,0
U0006,controlled,2025-05-21T13:06:00,13,2,21,Entertainment,894.07,858.4,0,0,0,0,9780.0,1,0.364,0
U0006,controlled,2025-05-29T22:44:00,22,3,29,Health,355.33,858.4,0,1,0,0,12098.0,1,0.002,0
U0006,controlled,2025-05-30T13:58:00,13,4,30,Fashion,1481.07,858.4,0,1,0,0,914.0,1,0.481,0
U0007,freq_binger,2025-01-01T11:19:00,11,2,1,Subscriptions,406.87,406.79,0,0,0,0,999.0,1,0.19,0
U0007,freq_binger,2025-01-02T23:17:00,23,3,2,Subscriptions,224.75,406.79,1,0,0,0,2158.0,1,0.59,0
U0007,freq_binger,2025-01-05T14:34:00,14,6,5,Grocery,126.65,406.79,0,0,1,0,3797.0,1,0.39,0
U0007,freq_binger,2025-01-10T13:07:00,13,4,10,Fashion,871.04,406.79,0,0,0,0,7113.0,1,0.359,0
U0007,freq_binger,2025-01-17T23:25:00,23,4,17,Electronics,1337.19,406.79,1,0,0,0,10698.0,1,0.85,1
U0007,freq_binger,2025-01-19T14:45:00,14,6,19,Subscriptions,72.67,406.79,0,0,1,0,2360.0,1,0.458,0
U0007,freq_binger,2025-01-27T23:11:00,23,0,27,Alcohol,309.03,406.79,1,1,0,0,12026.0,1,0.81,1
U0007,freq_binger,2025-01-29T09:18:00,9,2,29,Health,298.05,406.79,0,1,0,0,2047.0,1,0.088,0
U0007,freq_binger,2025-03-06T21:09:00,21,3,6,Food & Dining,250.68,406.79,0,0,0,0,52551.0,1,0.023,0
U0007,freq_binger,2025-03-18T20:52:00,20,1,18,Electronics,312.64,406.79,0,0,0,0,17263.0,1,0.329,0
U0007,freq_binger,2025-03-19T17:05:00,17,2,19,Fashion,1079.03,406.79,0,0,0,0,1213.0,1,0.32,0
U0007,freq_binger,2025-03-27T09:32:00,9,3,27,Alcohol,750.81,406.79,0,1,0,0,11067.0,1,0.317,0
U0007,freq_binger,2025-04-15T14:17:00,14,1,15,Subscriptions,356.37,406.79,0,0,0,0,27645.0,1,0.164,0
U0007,freq_binger,2025-04-26T15:58:00,15,5,26,Food & Dining,296.81,406.79,0,1,1,0,15941.0,1,0.441,0
U0007,freq_binger,2025-05-01T17:59:00,17,3,1,Subscriptions,411.91,406.79,0,0,0,0,7321.0,1,0.189,0
U0007,freq_binger,2025-05-05T11:06:00,11,0,5,Grocery,385.24,406.79,0,0,0,0,5347.0,1,0.197,0
U0007,freq_binger,2025-05-11T00:23:00,0,6,11,Alcohol,418.19,406.79,1,0,1,0,7997.0,1,1.017,0
U0007,freq_binger,2025-05-12T09:27:00,9,0,12,Food & Dining,297.26,406.79,0,0,0,0,1984.0,1,0.155,0
U0007,freq_binger,2025-05-22T01:04:00,1,3,22,Grocery,600.16,406.79,1,0,0,0,13897.0,1,0.581,0
U0007,freq_binger,2025-05-22T12:02:00,12,3,22,Fashion,921.76,406.79,0,0,0,0,658.0,1,0.322,0
U0007,freq_binger,2025-05-25T01:22:00,1,6,25,Gaming,259.13,406.79,1,0,1,0,3680.0,1,1.094,0
U0007,freq_binger,2025-05-25T17:28:00,17,6,25,Health,605.06,406.79,0,0,1,0,966.0,1,0.311,0
U0007,freq_binger,2025-05-26T09:47:00,9,0,26,Alcohol,947.67,406.79,0,1,0,0,979.0,1,0.417,0
U0007,freq_binger,2025-05-26T13:10:00,13,0,26,Gaming,721.51,406.79,0,1,0,0,203.0,1,0.492,0
U0007,freq_binger,2025-05-27T12:44:00,12,1,27,Electronics,754.99,406.79,0,1,0,0,1414.0,1,0.474,0
U0008,controlled,2025-01-01T14:03:00,14,2,1,Health,1035.29,1422.02,0,0,0,0,999.0,1,0.045,0
U0008,controlled,2025-01-03T12:54:00,12,4,3,Food & Dining,1945.6,1422.02,0,0,0,0,2811.0,1,0.199,0
U0008,controlled,2025-01-03T13:06:00,13,4,3,Food & Dining,651.7,1422.02,0,0,0,1,12.0,1,0.015,0
U0008,controlled,2025-01-09T08:41:00,8,3,9,Gaming,3442.44,1422.02,0,0,0,0,8375.0,1,0.405,0
U0008,controlled,2025-01-15T15:49:00,15,2,15,Subscriptions,1192.9,1422.02,0,0,0,0,9068.0,1,0.126,0
U0008,controlled,2025-01-16T00:48:00,0,3,16,Fashion,4574.06,1422.02,1,0,0,0,539.0,1,0.826,1
U0008,controlled,2025-01-20T10:38:00,10,0,20,Entertainment,2209.85,1422.02,0,0,0,0,6350.0,1,0.417,0
U0008,controlled,2025-01-24T22:33:00,22,4,24,Food & Dining,616.89,1422.02,0,0,0,0,6475.0,1,0.124,0
U0008,controlled,2025-01-25T19:50:00,19,5,25,Subscriptions,1052.23,1422.02,0,0,1,0,1277.0,1,0.355,0
U0008,controlled,2025-01-28T18:46:00,18,1,28,Fashion,4875.25,1422.02,0,1,0,0,4256.0,1,0.371,0
U0008,controlled,2025-01-28T20:09:00,20,1,28,Health,1330.2,1422.02,0,1,0,1,83.0,1,0.117,0
U0008,controlled,2025-03-11T20:31:00,20,1,11,Food & Dining,1400.31,1422.02,0,0,0,0,60502.0,1,0.163,0
U0008,controlled,2025-03-14T10:52:00,10,4,14,Subscriptions,623.86,1422.02,0,0,0,0,3741.0,1,0.137,0
U0008,controlled,2025-03-22T14:08:00,14,5,22,Gaming,2160.68,1422.02,0,0,1,0,11716.0,1,0.684,0
U0008,controlled,2025-03-24T18:58:00,18,0,24,Food & Dining,1366.18,1422.02,0,0,0,0,3170.0,1,0.187,0
U0008,controlled,2025-04-03T13:14:00,13,3,3,Entertainment,3551.23,1422.02,0,0,0,0,14056.0,1,0.462,0
U0008,controlled,2025-04-04T19:54:00,19,4,4,Gaming,4017.62,1422.02,0,0,0,0,1840.0,1,0.497,0
U0008,controlled,2025-04-14T09:58:00,9,0,14,Fashion,3316.42,1422.02,0,0,0,0,13804.0,1,0.376,0
